股名,日期,成交股數,淨收付,成交單價,成交價金,手續費,交易稅,稅款,委託書號,幣別,備註
"東和鋼鐵","2026/03/31","2","136","68.9","137","1","0","0","k0598","台幣",""
"鴻海","2026/03/31","33","6,299","191.5","6,319","2","18","0","k0Tvi","台幣",""
"鎰勝","2026/03/31","1,000","46,742","46.9","46,900","18","140","0","D2531","台幣",""
